"Name","Path","IsInBuild","IsUsed","UsageCount","UsedInFiles","IsLikelyDeprecated","DeprecationReason"
"video","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/components/video.liquid","True","True","70","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/blocks/video-block.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/buy-box-section.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/collage.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/page-cta-section.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/product-cta-section.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/text-image-section.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/video.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/buy-box-gallery.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-cta-section-gallery-2024.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-cta-section-gallery-new.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-media-gallery.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-media.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-thumbnail.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/text-image.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/bg-BG.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/cs.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/cs.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/da.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/da.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/de.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/de.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/el.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/en.default.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/en.default.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/es.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/es.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/fi.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/fi.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/fr.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/fr.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/hr-HR.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/hu.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/id.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/it.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/it.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/ja.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/ja.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/ko.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/ko.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/lt-LT.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/nb.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/nb.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/nl.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/nl.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/pl.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/pl.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/pt-BR.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/pt-BR.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/pt-PT.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/pt-PT.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/ro-RO.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/ru.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/sk-SK.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/sl-SI.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/sv.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/sv.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/th.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/th.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/tr.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/tr.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/vi.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/vi.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/zh-CN.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/zh-CN.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/zh-TW.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/zh-TW.schema.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/templates/page.curalin-lp-2024.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/templates/page.curalin-retail-lp.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/templates/page.p1-post-purchase.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/templates/product.d2c-product.json","False",""
"layout.footer.accessibilty-widget","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/layout/footer/layout.footer.accessibilty-widget.liquid","True","True","1","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/layout/theme.liquid","False",""
"layout.footer.pass-url-params-script","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/layout/footer/layout.footer.pass-url-params-script.liquid","True","False","0","","False",""
"layout.footer.voiceflow-chatbot","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/layout/footer/layout.footer.voiceflow-chatbot.liquid","True","False","0","","False",""
"layout.head.animate-on-scroll","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/layout/head/layout.head.animate-on-scroll.liquid","True","True","2","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/layout/theme.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/layout/theme.lps.liquid","False",""
"layout.head.anti-flicker-snippet","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/layout/head/layout.head.anti-flicker-snippet.liquid","True","False","0","","False",""
"layout.head.canonicals","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/layout/head/layout.head.canonicals.liquid","True","True","2","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/layout/theme.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/layout/theme.lps.liquid","False",""
"layout.head.fonts","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/layout/head/layout.head.fonts.liquid","True","True","3","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/layout/theme.blank.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/layout/theme.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/layout/theme.lps.liquid","False",""
"layout.head.geo-redirect-script","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/layout/head/layout.head.geo-redirect-script.liquid","True","True","2","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/layout/theme.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/layout/theme.lps.liquid","False",""
"layout.head.google-tag-manager-checkout-redirect","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/layout/head/layout.head.google-tag-manager-checkout-redirect.liquid","True","False","0","","False",""
"layout.head.google-tag-manager","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/layout/head/layout.head.google-tag-manager.liquid","True","False","0","","False",""
"layout.head.gorgias","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/layout/head/layout.head.gorgias.liquid","True","False","0","","False",""
"layout.head.lazyload-images","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/layout/head/layout.head.lazyload-images.liquid","True","True","1","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/layout/theme.liquid","False",""
"layout.head.meta-tags","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/layout/head/layout.head.meta-tags.liquid","True","True","3","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/layout/theme.blank.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/layout/theme.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/layout/theme.lps.liquid","False",""
"layout.head.microsoft-clarity","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/layout/head/layout.head.microsoft-clarity.liquid","True","True","1","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/layout/theme.lps.liquid","False",""
"layout.head.redirects-script","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/layout/head/layout.head.redirects-script.liquid","True","True","2","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/layout/theme.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/layout/theme.lps.liquid","False",""
"layout.head.sentry-io","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/layout/head/layout.head.sentry-io.liquid","True","False","0","","False",""
"layout.head.swiper","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/layout/head/layout.head.swiper.liquid","True","True","3","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/layout/theme.blank.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/layout/theme.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/layout/theme.lps.liquid","False",""
"layout.head.theme-css","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/layout/head/layout.head.theme-css.liquid","True","True","3","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/layout/theme.blank.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/layout/theme.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/layout/theme.lps.liquid","False",""
"lps-clinically-tested","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/lps/lps-clinically-tested.liquid","True","False","0","","True","Naming suggests it's an older version, test file, or backup"
"lps-ingredients-slider","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/lps/lps-ingredients-slider.liquid","True","False","0","","False",""
"lps-ingredients","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/lps/lps-ingredients.liquid","True","False","0","","False",""
"lps-video-reviews","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/lps/lps-video-reviews.liquid","True","False","0","","False",""
"buy-buttons-new-4-old","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/originals/buy-buttons-new-4-old.liquid","True","True","6","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/buy-box-deposit.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/buy-box-subscription-2.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/buy-box-subscription-4-optimized.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/buy-box-subscription-4.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/buy-box-subscription-5-temp.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/buy-box-subscription-5.liquid","True","Located in 'originals' directory, likely kept for reference"
"buy-buttons","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/originals/buy-buttons.liquid","True","True","14","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/featured-product.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/frequently-bought-together.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/main-product.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-cta-section-actions-2024-new-3.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-cta-section-actions-2024-new.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-cta-section-actions-add-to-cart.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-cta-section-actions-variant-2024.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/templates/page.affiliates-curaslim.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/templates/page.affiliates-store-checkout.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/templates/page.affiliates.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/templates/page.vsl-store-checkout.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/templates/page.vsl-v2.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/templates/page.vsl-video.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/templates/page.vsl.json","True","Located in 'originals' directory, likely kept for reference"
"card-collection","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/originals/card-collection.liquid","True","True","4","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/collage.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/main-list-collections.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/card-collection.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/cart-drawer.liquid","True","Located in 'originals' directory, likely kept for reference"
"card-product","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/originals/card-product.liquid","True","True","7","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/collage.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/featured-collection.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/main-collection-product-grid.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/main-product.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/main-search.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/related-products.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/card-product.liquid","True","Located in 'originals' directory, likely kept for reference"
"cart-drawer","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/originals/cart-drawer.liquid","True","True","4","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/layout/theme.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/layout/theme.lps.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/cart-drawer.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/cart-drawer.liquid","True","Located in 'originals' directory, likely kept for reference"
"cart-notification","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/originals/cart-notification.liquid","True","True","2","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/header.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/cart-notification.liquid","True","Located in 'originals' directory, likely kept for reference"
"email-signup-banner-background-mobile","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/originals/email-signup-banner-background-mobile.liquid","True","True","1","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/email-signup-banner.liquid","True","Located in 'originals' directory, likely kept for reference"
"email-signup-banner-background","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/originals/email-signup-banner-background.liquid","True","True","2","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/email-signup-banner.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/email-signup-banner-background.liquid","True","Located in 'originals' directory, likely kept for reference"
"facets","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/originals/facets.liquid","True","True","34","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/main-collection-product-grid.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/main-search.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/facets.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/bg-BG.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/cs.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/da.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/de.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/el.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/en.default.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/es.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/fi.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/fr.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/hr-HR.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/hu.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/id.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/it.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/ja.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/ko.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/lt-LT.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/nb.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/nl.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/pl.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/pt-BR.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/pt-PT.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/ro-RO.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/ru.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/sk-SK.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/sl-SI.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/sv.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/th.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/tr.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/vi.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/zh-CN.json; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/locales/zh-TW.json","True","Located in 'originals' directory, likely kept for reference"
"icon-3d-model","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/originals/icon-3d-model.liquid","True","True","4","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/featured-product.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-media-gallery.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-media.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/product-thumbnail.liquid","True","Located in 'originals' directory, likely kept for reference"
"icon-accordion","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/originals/icon-accordion.liquid","True","True","3","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/collapsible-content.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/sections/main-product.liquid; C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/Curalife-Theme-Build/snippets/icon-with-text.liquid","True","Located in 'originals' directory, likely kept for reference"
"icon-account","C:/Users/yotam/Desktop/Curalife Projects/Curalife-Theme-Dev/src/liquid/snippets/originals/icon-account.liquid","True","False","0","","True","Located in 'originals' directory, likely kept for reference"
